item_id	variable_definition
27901	If I were a member of the team  I would have no problem allowing (Tom   Peter  Jane) to complete a task that I am fully capable of completing myself.
27928	How would you compare this project ot other IT projects in your company: Person-months of development work.
27929	How would you compare this project ot other IT projects in your company: Project duration.
27930	How would you compare this project ot other IT projects in your company: Dollar budget.
27931	How would you compare this project ot other IT projects in your company: Project size.
27953	The design of the virtual co-creation tool helped me to get inspired.
27954	The design of the virtual co-creation tool helped me to better articulate my ideas.
27955	The design of the virtual co-creation tool helped me to get an understanding of the functionality and benefit of the new product.
27956	The design of the virtual co-creation tool helped me to make a more realistic judgment of the new product.
27957	Dealing with innovations on the Internet is stimulating.
27958	Dealing with innovations on the Internet is enjoyable.
27959	Dealing with innovations on the Internet is exciting/fun.
27960	Dealing with innovations on the Internet is interesting.
27961	This product category is very important to me.
27962	This product category is an important part in my life.
27963	I am interested to participate in further virtual NPD projects.
27964	Producers which virtually integrate consumers in NPD are trustworthy.
27965	Producers which virtually integrate consumers in NPD mean it honestly.
27966	Participation was: fun - not fun.
27967	Participation was: exciting - dull.
27968	Participation was: enjoyable - not enjoyable.
27969	I am an inventive kind of person.
27970	I consider myself to be creative and original in my thinking and behavior.
27971	I consider myself as very knowledgeable to contribute to product developments.
27972	I possess profound know-how (e.g.  concerning  technology  materials  market understanding  product design) relevant for virtual new product development.
27973	How would you rate your skills to contribute to  (virtual) new product developments  compared to a professional product developer?
27974	How would you rate your skills to contribute to  (virtual) new product developments  compared to the leisure activity you are best at?
27975	I am very curious about how things work.
27976	I like to build my own equipment/things.
27977	I like to fix and improve things.
27978	Have you ever improved existing products or ever had ideas for new products before?
27979	I had the feeling of active participation at new product development.
27980	This project gave me the feeling that I am taken seriously.
27981	With the location-based service (LBS)  I am able to get the up-to-date information/services whenever I need to.
27982	With the LBS  I am able to access the relevant information/services at the right place.
27983	With the LBS  I can get the just-in-time  information/services.
27984	With the LBS  I am able to access the relevant information/services wherever I want to.
27985	The LBS can provide me with personalized services tailored to my activity context.
27986	The LBS can provide me with more relevant information tailored to my preferences or personal interests.
27987	The LBS can provide me with the kind of information or service that I might like.
27988	Specify the extent to which you would reveal your personal information to use the LBS: willing - unwilling.
27989	Specify the extent to which you would reveal your personal information to use the LBS: unlikely - likely.
27990	Specify the extent to which you would reveal your personal information to use the LBS: not probable - probable.
27992	I feel involved when I am completing the task.
27993	I enjoyed completing the task.
27994	The role and task resemble one that I will perform in real life.
27995	The Internet store has the skills and expertise to perform transactions in an expected manner.
27996	The Internet store has access to the information needed to handle transactions appropriately.
27997	The Internet store is fair in its conduct of customer transactions.
27998	The Internet store is fair in its customer service policies following a transaction.
27999	The Internet store is open and receptive to customer needs.
28000	The Internet store makes good-faith efforts to address most customer concerns.
28001	Overall  the Internet store is trustworthy.
28002	Evaluate the length of the product design cycle time before the CPC solution was deployed.
28003	Evaluate the length of the product design cycle time after the CPC solution was deployed.
28004	Evaluate the average time it takes to communicate design changes related to product development before the CPC solution was deployed.
28005	Evaluate the average time it takes to communicate design changes related to product development after the CPC solution was deployed.
28006	Evaluate the frequency of collaborative interactions related to product design and development before the CPC solution was deployed.
28007	Evaluate the frequency of collaborative interactions related to product design and development after the CPC solution was deployed.
28008	Evaluate the extent (content) of detailed design information exchanged during collaborative interactions related to product development before the CPC solution was deployed.
28009	Evaluate the extent (content) of detailed design information exchanged during collaborative interactions related to product development after the CPC solution was deployed.
28010	Evaluate the openness to share product design information during collaborative interactions related to product development before the CPC solution was deployed.
28011	Evaluate the openness to share product design information during collaborative interactions related to product development after the CPC solution was deployed.
28012	Evaluate product quality based on the number of product design errors or defects before the CPC solution was deployed.
28013	Evaluate product quality based on the number of product design errors or defects after the CPC solution was deployed.
28014	Evaluate product quality based on the number of ECOs before the CPC solution was deployed.
28015	Evaluate product quality based on the number of ECOs after the CPC solution was deployed.
28016	Evaluate the typical degree of interconnectedness between product components before the CPC solution was deployed.
28017	Evaluate the typical degree of interconnectedness between product components after the CPC solution was deployed.
28018	Evaluate the typical number of new product design features before the CPC solution was deployed.
28019	Evaluate the typical number of new product design features after the CPC solution was deployed.
28020	Evaluate the typical extent of reuse of existing design features in the products designed before the CPC solution was deployed.
28021	Evaluate the typical extent of reuse of existing design features in the products designed after the CPC solution was deployed.
28022	Integrated processes exist to ensure that product life-cycle processes are identified and planned concurrently with design before the CPC solution was deployed.
28023	Integrated processes exist to ensure that product life-cycle processes are identified and planned concurrently with design after the CPC solution was deployed.
28024	Quantitative targets are used to manage projects  manage suppliers  support risk management  coordinate training  and coordinate among project stakeholders before the CPC solution was deployed.
28025	Quantitative targets are used to manage projects  manage suppliers  support risk management  coordinate training  and coordinate among project stakeholders after the CPC solution was deployed.
28026	The organization has standard practices to support its product integration strategy for developing and integrating components  and delivering the product to the customer before the CPC solution was deployed.
28027	The organization has standard practices to support its product integration strategy for developing and integrating components  and delivering the product to the customer after the CPC solution was deployed.
28028	Work products  processes  and services are objectively evaluated against the applicable requirements to ensure that issues arising from these reviews are addressed before the CPC solution was deployed.
28029	Work products  processes  and services are objectively evaluated against the applicable requirements to ensure that issues arising from these reviews are addressed after the CPC solution was deployed.
28030	Evaluate the number of components used in a typical product designed before the CPC solution was deployed.
28031	Evaluate the number of components used in a typical product designed after the CPC solution was deployed.
28032	Evaluate the cost of product design and prototyping before the CPC solution was deployed.
28033	Evaluate the cost of product design and prototyping after the CPC solution was deployed.
28034	Evaluate the cost of overall product development before the CPC solution was deployed.
28035	Evaluate the cost of overall product development after the CPC solution was deployed.
28036	Firms believe that the number of firms in the network is limited for strategic reasons.
28037	Firms believe that the size of the network makes it easy to know the competencies and activities of other members.
28038	To become members of the network  candidate firms must have skills/expertise that are beneficial to the existing members.
28039	To become members of the network  candidate firms must be known to  or have a prior relationship with  existing members.
28040	To become members of the network  candidate firms must demonstrate commitment to the ideals of open source software.
28041	Member firms share a sense of belonging (identity).
28042	Member firms share a common software development philosophy.
28043	Member firms share accepted ways of doing business.
28044	Member firms share a common set of goals for the network.
28045	Member firms share a sense of mutual interest.
28046	Member firms share a sense of common destiny.
28047	The reputation of a member firm would be damaged if they behaved unacceptably.
28048	Member firms may be excluded from projects if they behave unacceptably.
28049	Member firms may be expelled from the network if they behave unacceptably.
28050	Firms consider the competence and skills of other member firms before doing business with them.
28051	Firms consider the character and reliability of other member firms before doing business with them.
28052	Firms expect other members to fulfill their obligations because they are members of the network.
28053	Firms consider it important to be regarded by other members as being professionally competent.
28054	Firms consider it important to be regarded by other members as being reliable and trustworthy.
28055	Firms consider it important to fulfill their obligations to other members to maintain their reputation within the network.
28056	Information on the skills and abilities of network members is readily available.
28057	Firms find it easy to work with other network members because they are flexible and willing to adapt.
28058	Firms find it easy to work with other network members because they use common open source tools and conventions.
28059	Firms find it easy to voice their opinions in network decision making.
28060	The network has transparent routines for coordinating work between member firms.
28061	Firm use IT (e.g.  mailing lists  VoIP) to coordinate activities.
28062	Firms use face-to-face meetings to coordinate activities.
28063	The network enables seamless hand-off of tasks between member firms.
28064	The cost of interacting with other network members is low.
28065	Firms believe that opportunistic behavior by one member at the expense of other members is unlikely.
28066	Interactions between firms are based on mutual trust.
28067	Interactions between firms are guided by the ideals of the open source movement.
28068	Rules and procedures exist to deal with problems that arise between members.
28069	Network members can manage conflicts to reach compromise.
28070	Network membership is designed to enhance the reputation of member firms.
28071	The network is designed to enable members to gain access to the skills/expertise of other members.
28072	The network is designed to enable member firms to share customer contacts.
28073	The network is designed to enable member firms to compete for contracts that they couldn’t compete for on their own.
28074	The network is designed to enable member firms to gain access to the experiences/ knowledge of other members.
28075	Firms believe that their reputation outside of the network is enhanced by their membership of the network.
28076	Member firms have benefited from the skills/expertise of other members.
28077	Firms have benefited from the sharing of customer contacts with other members.
28078	Firms  in conjunction with other members  have competed for contracts that they could not have done on their own.
28107	Using the knowledge repository in my project enables me to accomplish tasks more quickly.
28108	Using the knowledge repository improves my project performance.
28109	Using the knowledge repository increases my productivity.
28110	Using the knowledge repository enhances my effectiveness on the project.
28111	Using the knowledge repository makes it easier to do my project.
28112	I find the knowledge repository useful in my project.
28113	This is one of the best knowledge repositories I have ever used.
28114	The knowledge downloaded from this knowledge repository is exactly what I need.
28115	This knowledge repository did not work out as well as I thought it would.
28116	I am satisfied with my decision to pay for using this knowledge repository.
28118	My choice to pay for using this knowledge repository was a wise one.
28120	I truly enjoyed this knowledge repository.
28121	I feel bad about my decision to pay for using this knowledge repository.
28123	Using this knowledge repository has been a good experience.
28125	I strongly recommend this knowledge repository to others.
28126	I am willing to pay for using this knowledge repository in the future.
28167	Knowledge and intellectual capital are viewed as key organizational assets.
28168	We invest heavily in the capture  assimilation  and dissemination of knowledge.
28169	We have ready access to expert knowledge within the organization.
28170	Organizational knowledge is codified and made available to all workers.
28171	We have processes for identifying and exploiting our knowledge stocks.
28281	IT decision-making responsibilities are centralized or application development including outsourcing.
28282	IT decision-making responsibilities are centralized for procurement of hardware and software.
28283	IT decision-making responsibilities are centralized for staffing IT positions.
28284	IT decision-making responsibilities are centralized for procurement and development of infrastructure.
28294	In our company  top managers recognize IT as a competitive weapon.
28295	In our company  top managers recognize IT as a tool to increase the productivity of clerical employees.
28296	In our company  top managers recognize IT as a tool to increase the productivity of professionals.
28297	In our company  top managers are knowledgeable about the company’s IT assets and opportunities.
28298	In our company  top managers are familiar with competitors’ strategic use of IT.
28299	In our company  top managers recognize the strategic potential of IT.
28300	In our company  top managers believe IT contributes significantly to the firm’s financial performance.
28301	In our company  top managers agree IT projects may have important intangible benefits that should be funded.
28302	IT managers regularly attend business meetings.
28303	IT managers participate in setting business goals and strategies.
28304	IT managers are involved early in meetings for major projects.
28305	The IT plan aligns with the company’s mission  goals  objectives  and strategies.
28306	The IT plan contains quantified goals and objectives.
28307	The IT plan contains detailed action plans/strategies that support company direction.
28308	We prioritize major IT investments by the expected impact on business performance.
28315	Our major IT projects have realistic and achievable resource estimates.
28316	Our major IT projects have realistic and achievable scope estimates.
28317	Our major IT projects have realistic and effective staffing plans.
28318	Our major IT projects have realistic and achievable timelines.
28319	Our major IT projects have explicit communication plans.
28325	We have often experienced difficulty implementing major IT projects because of crises that distracted attention away from implementation.
28326	We have often experienced difficulty implementing major IT projects because of unclear delineation of responsibilities and authorities.
28327	We have often experienced difficulty implementing major IT projects because of unclear statement of overall goals.
28328	We have often experienced difficulty implementing major IT projects because of implementation requiring more time than planned.
28329	We have often experienced difficulty implementing major IT projects because of a lack of clear communications among participants.
28335	IT has contributed significantly to increased market share of products/services.
28336	IT has contributed significantly to increased sales revenues.
28337	IT has successfully been used to create systems that are difficult for competitors to imitate.
28338	IT has successfully been used to create systems that are significantly different from our competitors’.
28339	IT has successfully been used to differentiate our products or services.
28355	Please rate the performance of your New Product Development work unit relative to your major competitors in improvements in product quality/functionality.
28356	Please rate the performance of your New Product Development work unit relative to your major competitors in major innovations in products as a whole.
28357	Please rate the performance of your New Product Development work unit relative to your major competitors in creation of new product concepts.
28358	Please rate the performance of your New Product Development work unit relative to your major competitors in overall development costs.
28359	Please rate the performance of your New Product Development work unit relative to your major competitors in overall efficiencies of NPD process.
28360	Please rate the performance of your New Product Development work unit relative to your major competitors in accelerated time-to-market.
28361	Please rate the effectiveness by which your New Product Development work unit uses the following Information Technology functionalities in the overall effectiveness of using Information Technology functionality in the New Product Development process.
28362	Please rate the effectiveness by which your New Product Development work unit uses the following Information Technology functionalities in the overall adequacy of utilizing Information Technology tools in the New Product Development  group.
28366	Please rate the effectiveness by which your New Product Development  work unit uses the adequacy of Information Technology tools to visualize and monitor project status  task lists  and progress of workflows in the  New Product Development process.
28367	Please rate the effectiveness by which your New Product Development  work unit uses the effectively tracking rapidly changing information to update project deliverables in real time in the New Product Development process.
28368	Please rate the effectiveness by which your New Product Development  work unit uses the accurately providing real-time information on resource availability  usage  and cost in the New Product Development process.
28369	Please rate the effectiveness by which your New Product Development  work unit uses the effectiveness of Information Technology tools to analyze and measure work  tasks  and resources in the New Product Development process.
28370	Please rate the effectiveness by which your New Product Development  work unit uses the quickly prioritizing tasks and keeping deliverables on track to ensure realistic schedules in the New Product Development process.
28371	Please rate the effectiveness by which your New Product Development  work unit uses the efficiency of Information Technology tools to create parallel workflows so that multiple tasks can be worked on simultaneously in the New Product Development process.
28372	Please rate the effectiveness by which your New Product Development  work unit uses the representing the true availability of people  skills  and resources to enable appropriate task assignment in the New Product Development process.
28373	Please rate the effectiveness by which your New Product Development  work unit uses the effectiveness of Information Technology tools for capturing  compiling  and coding relevant information (product/engineering data).
28374	Please rate the effectiveness by which your New Product Development  work unit uses the project history (e.g. discussions insights work data  documents) readily accessible for reuse.
28375	Please rate the effectiveness by which your New Product Development  work unit uses the consistency of Information Technology tools (e.g. databases content repositories) to permanently store accurate information over time.
28376	Please rate the effectiveness by which your New Product Development  work unit uses the leveraging Information Technology tools for storing  archiving  retrieving  sharing  and reusing project information and best practices.
28377	Please rate the effectiveness by which your New Product Development  work unit uses the creating online knowledge communities (e.g. virtual discussion forums) focused on new ideas and products.
28378	Please rate the effectiveness by which your New Product Development  work unit uses the sufficiency of Information Technology tools (e.g. knowledge networks) for locating relevant expertise.
28426	Which alternative is better for the organization financially? Investing now is much better - Waiting to decide is much better.
28427	Which alternative is more valuable for you as owner of the firm? Investing now is much better - Waiting to decide is much better.
28428	Which alternative is better for the organization financially? Not making the initial investment is much better - Making the initial investment is much better.
28429	Which alternative is more valuable for you as owner of the firm?  Not making the initial investment is much better - Making the initial investment is much better.
28431	A company should never invest in something that has a negative net present value.
28432	When I was evaluating whether or not to wait to decide  I thought that if I decided not to wait and to invest immediately  and the investment turned out to be a failure  I would regret incurring a potentially large loss.
28433	When I was evaluating whether or not to wait to decide  I thought that if I decided not to wait and to invest immediately  and the investment turned out to be a success  then I would feel good because I didn’t miss the positive cash flows from the first two years of the investment.
28434	When I was evaluating whether or not to wait to decide  I thought that if I decided to wait and the technology turned out to be a failure  I would feel good because I avoided a potentially large loss.
28435	When I was evaluating whether or not to wait to decide  I thought that if I decided to wait and the technology turned out to be a success  then I would regret having forfeited the first two years’ cash flows that I would have received if I had invested earlier.
28436	When I was evaluating whether or not to make the initial investment  I thought that if I decided not to make the initial investment and the follow-on application turned out to be a failure  I would feel good because I avoided a potentially large loss.
28437	When I was evaluating whether or not to make the initial investment  I thought that if I decided not to make the initial investment  then I would regret the lost opportunity to invest in the follow-on package if I later learned it would have been successful.
28438	When I was evaluating whether or not to make the initial investment  I thought that if I decided to make the initial investment and the follow-on investment turned out to be a failure  then I would regret losing the money that I would have saved if I had not made the investment.
28439	When I was evaluating whether or not to make the initial investment  I thought that if I decided to make the initial investment and the follow-on investment turned out to be a success  then I would feel good because I didn’t miss the opportunity to make a successful follow-on investment.
28459	How would you rate your business management knowledge  i.e.  your knowledge about business principles and operations  strategic management  finance  marketing  and customer management?
28460	How would you rate your entrepreneurial competence  i.e.  your capability to recognize and envision new business opportunities?
28461	How would you rate your interpersonal competence  i.e.  your capability to communicate effectively  to motivate and influence others?
28462	How would you rate your technology knowledge  i.e.  your knowledge about specific languages  applications  platforms  and tools?
28463	How would you rate your conceptual knowledge  i.e.  your knowledge about formal methods  systems theory and concepts?
28464	How would you rate your realization competence  i.e.  your knowledge about development methodology and problem solving?
28465	Which of these alternatives should be preferred as a cofounder?  Excellent technology knowledge  fair e-business competence  30% of equity held by A - Fair technology knowledge  excellent e-business competence  50% of equity held by A.
28466	Which of these alternatives should be preferred as a cofounder?  Excellent technology knowledge  fair e-business competence  30% of equity held by A - Fair technology knowledge  excellent e-business competence  50% of equity held by A.
28467	Requirements fluctuated quite a bit in early phases of this project.
28468	Requirements fluctuated quite a bit in later phases of this project.
28469	Requirements identified at the beginning of the project were quite different from those toward the end.
28470	How often is pair programming used on this team?
28471	On this team  we do our software development using pairs of developers.
28472	To what extent is programming carried out by pairs of developers on this team?
28473	Members of this team integrate newly coded units of software with existing code.
28474	We combine new code with existing code on a continual basis.
28475	Our team does not take time to combine various units of code as they are developed.
28476	Where necessary  members of this team try to simplify existing code without changing its functionality.
28477	We periodically identify and eliminate redundancies in the software code.
28478	We periodically simplify existing code.
28479	We run unit tests on newly coded modules until they  run flawlessly.
28480	Members of this team actively engage in unit testing.
28481	To what extent are unit tests run by this team?
28482	Anyone on this team can change existing code at any time.
28483	If anyone wants to change a piece of code  they need the permission of the individual(s) that coded it.
28484	Members of this team feel comfortable changing any part of the existing code at any time.
28485	We have a set of agreed upon coding standards in this team.
28486	Members of this team have a shared understanding of how code is to be written.
28487	Everyone on this team uses their own standards for coding.
28491	The performance of the team will be evaluated by the extent to which project goals have been accomplished  regardless of how the goals were accomplished.
28492	Project goals were outlined at the beginning of the  project.
28493	Significant weight will be placed upon timely project completion.
28494	Significant weight will be placed upon project quality.
28495	Significant weight will be placed upon project completion to meet client requirements.
28496	Preestablished targets are used as benchmarks for the team's performance evaluations.
28497	Tangible rewards given to the team  are (or will be) dependent on whether individuals on the team work on their own  without much direction from others.
28498	Individuals on this team are rewarded for their individual performance.
28499	Individual task performance is rewarded on this team.
28500	To what extent does the solution reflect your input?
28501	To what extent do you feel personally responsible for the correctness of the team solution?
28502	To what extent do you feel committed to the team solution?
28503	How would you describe your team's software development process? Efficient - inefficient.
28504	How would you describe your team's software development process? Coordinated - uncoordinated.
28505	How would you describe your team's software development process? Fair - unfair.
28506	How would you describe your team's software development process? Satisfying - unsatisfying.
28507	The new system will require the acquisition and installation of new hardware.
28508	The new system will require the acquisition and installation of new software.
28509	Compared to other information system projects developed in your organization  the scheduled number of person-days for completing this project is: much lower than average - much higher than average.
28510	Compared lo other information system projects developed in your organization  the scheduled number of months for completing this project is: much lower than average - much higher than average.
28511	Compared to other information system projects developed in your organization  the dollar budget allocated to this project is:  much lower than average - much higher than average.
28512	Development methodology used in this project.
28513	Development support tools used in this project (e.g.  DFD. flowcharts  ER model  CASE tools).
28514	Project management tools used in this project (e.g.  PERT charts  Gantt  diagrams  walkthroughs  project management software).
28515	Implementation tools used in this project (e.g.  programming languages  database inquiry languages  screen generators).
28516	The members of the development team are: very familiar with this type of application - unfamiliar with this type of application.
28517	Overall knowledge of organizational operations.
28518	In-depth knowledge of the functioning of user departments.
28519	Overall administrative experience and skill.
28520	Expertise in the specific application area of this system.
28521	Ability to work with undefined elements and uncertain objectives.
28522	Ability to work with top management.
28523	Ability to work effectively in a team.
28524	Ability to successfully complete a task.
28525	Ability to understand the human implications of a new information system.
28526	Ability to carry out tasks quickly.
28527	Have a positive opinion regarding the way in which the system can meet their needs.
28528	Feel they need computerized support in carrying out the tasks for which the system is developed.
28529	Are not enthusiastic about the project.
28530	Have negative attitudes regarding the use of computers in their work.
28531	Are ready to accept the various changes the system will entail.
28532	Do not actively participate in requirement definition.
28533	Are available to answer the development team's questions.
28534	Are aware of the importance of their role in successfully completing the project.
28535	Are not very familiar with information system development tasks and life cycle stages.
28536	Are an integral part of the development team.
28537	Are not very familiar with data processing as a working tool.
28538	Have little experience with the activities to be supported by the future application.
28539	Quickly respond to development team requests (for information  comments  approvals).
28540	Will have no constraints in fulfilling their development responsibilities for this system.
28541	Are not very familiar with this type of application.
28542	How would you evaluate the technical complexity of the hardware (computers  networks)?
28543	How would you evaluate the technical complexity of the software?
28544	How would you evaluate the technical complexity of the database?
28545	The development of this system will require that user tasks be modified: slightly - a great deal.
28546	In general  this system will lead to: few organizational changes - major organizational changes.
28547	The development of this system will require that user tasks be modified: slightly - a great deal.
28548	In general  this system will lead to: few organizational changes - major organizational changes.
28549	In this project  conflicts between team members: rarely occur - frequently occur.
28550	In this project  conflicts between team members: are not very serious - are very serious.
28551	In this project  conflicts between team members: concern relatively unimportant matters - concern very important matters.
28552	In this project  conflicts between the users and the team members: rarely occur - frequently occur.
28553	In this project  conflicts between the users and the team members: are not very serious - are very serious.
28554	In this project  conflicts between the users and the team members: concern relatively unimportant matters - concern very important matters.
28555	The role of each member of the project team is: clearly defined - not clearly defined.
28556	Communications between those involved in the project are: pleasant - unpleasant.
28557	The role of each person involved in the project is: clearly defined - not clearly defined.
28558	The sequence of steps to be carried out to successfully complete these activities is: easy to identify - hard to identify.
28559	Although the consequences of some activities are easy to predict  others are often unpredictable. The consequences of the activities in question are: easy to predict - hard to predict.
28560	A well-defined body of knowledge on which to base the execution of these activities: exists - does not exist.
28561	In general  one can determine whether or not the activities were successfully performed: immediately - after a long period of time.
28562	When problems arise in carrying out these activities  getting help is: easy - difficult.
28563	When carrying out these activities  problems that cannot be immediately resolved arise: rarely - frequently.
28564	Solving these problems typically requires: little time - a lot of time.
28565	In your opinion  these activities are: routine - always new.
28566	In general  carrying out these activities requires the use of: a large number of methods and procedures - a small number of methods and procedures.
28567	These rules and procedures are: rarely subject to change - frequently subject to change.
28568	Carrying out these activities requires: a large number of different steps - a small number of different steps.
28569	These activities can be performed in: many different ways - only one way.
28570	Carrying out these activities generally involves: a large number of repetitive tasks - a small number or repetitive tasks.
28571	When carrying out these activities  the extent of variety with respect to situations  actors  and tasks is: low - high.
28572	Regardless of the actors or the specific situations  the tasks and the procedures involved in carrying out these activities are: always the same - extremely varied.
28573	In carrying out these activities: there is a single objective to reach - there are multiple objectives to reach.
28574	When choosing a specific way to proceed: one knows what the result will be - one does not know what the result will be.
28575	When evaluating the way in which all of these activities were carried out  the measure of their success is based on: one criterion - several criteria.
28576	Carrying out these activities depends on the execution of: many other related activities - only a few other related activities.
28577	Customer relations.
28578	Financial health.
28579	Reputation of the information system department.
28580	Profitability.
28581	Competitive position.
28582	Organizational efficiency.
28583	Organizational image.
28584	The survival of the organization.
28585	Market share.
28586	Reputation of the user department.
28587	Ability to carry out current operations.
28588	The project team meets frequently.
28589	Project team members are kept informed about major decisions concerning  the project.
28590	Every effort is made to keep project team turnover at a minimum.
28591	Project team members actively participate in the definition of project goals and schedules.
28592	Users took on the leadership role in the development of the system.
28593	Estimating development costs was users' responsibility.
28594	Evaluating system benefits was users' responsibility.
28595	Covering unforeseen budget increases in the project was users' responsibility.
28596	Selecting the hardware/software was users' responsibility.
28597	Users played a major role in the system analysis phase of the project.
28598	Users played a major role in the system design phase of the project.
28599	Users played a major role in the implementation phase of the project.
28600	One or more users acted as liaison between the users and the project team.
28601	Ensuring project success was users' responsibility.
28602	The project team drew up a formalized agreement of the work to be done.
28603	Users were able to make changes to the formal agreements of the work to be done.
28604	The project team kept users informed concerning project progress and problems.
28605	Users formally evaluated the work done by the project team.
28606	Users formally approved the work done by the project team.
28607	Tools such as PERT or CPM are used to closely follow the project's status.
28608	Special attention is being paid to project planning.
28609	Significant resources were allocated to estimate project times and budgets.
28620	I found this information useful.
28621	This information saved me time.
28622	This information should be improved.
28623	I found the design exercise difficult.
28624	I found the design exercise took me a lot of effort.
28625	The system runs without errors  does what it is supposed to do  and the information it produces is error-free and accurate.
28626	The system is easy to use.
28627	The system enables recovery from errors  accidents  and intrusions while maintaining data security and integrity.
28628	Programming errors can be easily corrected.
28629	The system can easily be modified to meet changing requirements.
28630	The system can easily be modified to meet changing requirements.
28631	The system can easily be adapted to a new technical or organizational environment.
28632	The system performs its different functions without wasting technical resources.
28633	It is easy to test whether the system is functioning correctly.
28634	The system conforms to the specifications established  at the start of the project.
28635	The benefits that will be derived from the system exceed its cost.
28636	The system is easy to understand.
28637	Documentation exists describing how the system functions and its structure.
28638	The system performs its functions within acceptable delays.
28639	The information produced by the system is precise.
28640	The range of functions offered by the system is adequate.
28641	The information produced by the system is useful for the users.
28642	The information produced by the system is up to date.
28643	Engage a consultant to aid in the implementation of new IT.
28644	Engage a consultant to help in addressing problems.
28645	Engage a consultant to help plan for new IT.
28646	Engage a consultant to provide ongoing support for new IT.
28647	Inform IS professionals of the benefits of new IT.
28648	Educate IS professionals about new IT through classes.
28649	Attend conferences to keep informed of available new IT.
28650	Read to keep informed of available new IT.
28651	Customize education on new IT.
28652	Pressure IS professionals to use new IT.
28653	Have vendors customize new IT.
28654	Rely on IT vendors to provide solutions to problems.
28655	Pressure vendors of new IT to provide support.
28656	Work with IT vendors to improve future versions of IT.
28657	Engage the vendor to write required interfaces between IT.
28658	Coordinate communication among multiple vendors.
28659	Use a well defined IT acquisition procedure.
28660	Use a well defined IT implementation procedure.
28661	Consider only new IT successfully used by other organizations.
28662	Consider only new IT compatible with existing IT.
28663	Document the differences between new and previous IT.
28664	Work around problems without fixing them.
28665	Ignore problems.
28666	Learn new IT informally without classes.
28667	Compared to Google alone: enables me to find good information faster.
28668	Compared to Google alone: is useful for searching information on the Web.
28669	Compared to Google alone: improves my performance in Web querying.
28670	Compared to Google alone: increases my productivity in searching the Web.
28671	OO programming languages would be dominant over traditional language in IS development in the future.
28672	OO technology would be dominant over traditional technology in commercial software from vendors in the future.
28673	OO programming languages would be standard development language in IS development in the future.
28674	Overall  experiences of OO technology are accumulated in IT industry.
28675	Overall  technical experts (education  consulting and development personnel) in OO technology are abundant in the IT industry.
28676	Methodologies and tools for OO analysis  design  and development are standardized well.
28677	OO programming languages are used in development in various industrial sectors.
28678	Programming constructs of 00 programming languages are similar to that of traditional development.
28679	OO programming technique is similar to that of traditional development in module construction and its usage.
28680	Overall  OO programming is similar to traditional programming technique.
28681	Detailed design for programming is similar for OO programming languages and traditional language.
28682	It is very easy to develop new software when using 00 programming languages compared to traditional language.
28683	It is more productive in development when using 00 programming languages compared to traditional language.
28684	It is very easy to handle software modification (maintenance) requests when using OO programming languages compared to traditional language.
28685	It is more productive in maintenance when using OO programming languages compared to traditional language.
28686	It is very difficult to understand the concept of OO programming languages (class  inheritance  polymorphism  and so on).
28687	It is very difficult to learn the design and programming method of OO programming languages.
28688	It is very difficult to develop using OO programming languages.
28689	It is very difficult to be skillful in OO programming language development.
28690	CIO is interested in new technology and tries to adapt to it.
28691	CIO is actively considering the introduction of new technology to solve the organization's problem.
28692	CIO tries to keep a technological leading edge by adopting new technology early.
28693	CIO tends to take risks in decision-making of new technology introduction.
28694	Adequate education opportunities for new technology.
28695	New technology education is done for diverse areas.
28696	Education is performed in a very effective way.
28697	We are very satisfied with productivity of traditional language.
28698	We are very satisfied with flexibility and rapidity of maintenance activity of traditional language.
28699	We are very satisfied with quality of system developed with traditional language.
28700	We are very satisfied with implementing various functions of business using traditional language.
28701	Degree of OO concept application in development.
28702	Degree of OO programming methodology use.
28703	Degree of OO analysis and design methodology.
28704	I am familiar with the subject domain that I search for on the E-library.
28705	I am knowledgeable in the topic to search for on the E-library.
28706	The resources in the E-library relate well to my study.
28707	The E-library has enough resources for my study.
28708	I understand most of the terms used throughout the E-library.
28709	The use of terms throughout the E-library is consistent.
28710	The E-library commands are well depicted by buttons and symbols.
28711	The layout of the E-library screens is clear and consistent.
