variable_id	variable_name
36044	Training and vendor support
36045	Response time
36046	Shell’s appropriateness to the problem
36047	User involvement
36048	Management support
36049	System usage
36050	Expert systems impact on users’ jobs
36051	Changes in the importance of the user’s job
36052	Amount of work required on job
36053	Accuracy demanded on the job
36054	Skills needed to do the job
36055	Job appeal
36056	Feedback on job performance
36057	Freedom in how to do the job
36058	Opportunity for advancement
36059	Job security
36061	Relationship with fellow employees
36064	Job satisfaction
36068	Diagnostic expert system
36071	Non-diagnostic expert system
36076	ESE shell
36080	Non-ESE shell
36097	Professional issues
36098	Executive/professional relationship
36099	Executive involvement issues
36101	Information delivery issues
36102	Information quality
36103	Impact on executive work
36104	Executive information systems functions
36105	Ease of use
36115	External vendor
36116	Internal team
36117	Big leap
36118	Phased change
36119	Uncoordinated projects
36120	Strategic goals
36121	Operational goals
36122	Automation
36123	Computer integrated manufacturing
36124	Production management functions impacted
36125	Number of employees
36126	Number of shifts
36127	Relative size
36128	Make-to-order production
36129	Batch production
36130	Continuous flow production
36131	Number of stages in bill of materials
36132	Number of stages in route sheet
36133	Production seasonality
36134	Employees
36135	Direct labor
36136	Engineering employees
36137	Administrative employees
36138	Degree of competitiveness
36139	Delivery performance
36140	Market share
36141	Production lead time
36142	Material handling lead time
36143	Design gain
36144	Quality detection
36145	Reject rates
36146	Computer training
36147	Prior computer experience
36148	Other computer use
36149	Tenure in organization
36150	Tenure in position
36151	Position in hierarchy
36152	Age
36153	Self-efficacy
36154	Ease of use
36155	Technical quality
36156	Information value
36157	Analysis capability
36158	Mental model maintenance
36164	Mental model building
36166	Competitive performance
36176	End-user ability
36177	End-user information systems acceptance
36178	System utilization
36179	End-user information systems satisfaction
36180	Job satisfaction
36332	Face-to-face meetings
36333	Electronic meetings
36334	Between meetings
36335	Traditional tools
36336	Group tools
36337	Multidepartment membership
36338	Multilocation membership
36339	Number of members
36340	Use agenda for meetings
36341	Meeting frequency
36342	Phone call frequency
36343	Memo frequency
36344	Overall usefulness
36345	Specific usefulness
36346	Organization type
36347	Functional area
36348	Work experience
36349	Position
36350	Education
36351	Attitude toward computers
36352	Attitude toward group work
36353	Use some computer support
36354	Age
36355	Years at present job
36356	Total years experience
36357	Computer usage intensity
36358	Computer knowledge
36359	Number of work groups
39829	Traditional
39830	Blackboard
39831	Virtual
39832	Gender
39833	Crossword puzzle
39834	Review questions
39835	Engagement
39836	Group presence
39837	Perceived presence
39840	Performance
39842	Traditional setting
39843	Group support system
39844	Total number of elements
39845	Total nonredundant elements
39846	Proportion of shared elements
39847	Number of original elements
39848	Ideas different from group
39849	Less worried about others
39850	Sensitive issues
39851	Strong feelings
39852	Negative feelings
39866	Information technology spending
39867	Firm’s approximate market share
39868	Perceptual data on information technology impacts
39869	Effect of information technology on profit margin
39870	Effects of information technology on market share
39871	Effects of information technology on labor costs
39872	Effect of information technology on expenses
39873	Information systems executive participation in strategic planning
39874	Information systems executive involvement in business issues
39875	Information systems executive involvement in executive committee meeting
39878	Nature of information technology strategy
39879	Strategic role of information technology
39880	Profit margin
39881	Market share
39882	Labor costs as a percentage of sales
39883	Selling  general and administrative expenses
39884	Information technology spending / information technology capital per employee
39885	Information technology spending as a percent of sales
39886	Sales of the five largest competitors in the same industry
39887	Profits of the five largest competitors in the same industry
39888	Supplier relations (inbound logistics)
39889	Production and operations
39890	Product and service enhancement
39891	Sales and marketing support
39892	Customer relations
39893	Sensemaking
39894	Productivity
39895	Sales per information technology dollar
39896	Income per information technology dollar
39897	Market share per rate of information technology investment
39970	Planned decision making processes
39971	Provincial decision making
39972	Incremental decision making
39973	Fluid decision making
39974	Political decision making
39975	Contribution to the market share
39976	Contribution to return on investment
39977	Difficulty for competitors in copying the system
39978	Duration of advantage over competitors
39988	Degree of innovativeness
39992	Proactiveness
40007	Effect at the internal strategy level
40009	Effect at the competitive strategy level
40010	Effect at the business portfolio strategy level
40013	Dynamism
40014	Heterogeneity
40015	Hostility
40016	Centralization
40017	Formalization
40018	Organization size
40019	Information systems maturity
40020	Activities in the decision-making process: Analysis
40021	Activities in the decision-making process: Planning
40022	Activities in the decision-making process: Incrementalism
40023	Activities in the decision-making process: Politics
40024	Influences on the decision-making process: External influence
40025	Influences on the decision-making process: Internal influence
40026	Influences on the decision-making process: Top-management influence
40027	Influences on the decision-making process: Information systems influence
40056	User training
40062	User computer experience
40066	Quality
40090	Management support
40098	End-user computing support
40103	Perceived usefulness
40104	Perceived ease of use
40105	Perceived usage
40107	Variety of use
40112	Affective reward
40113	Typing skill
40114	Sex
40115	Facilitator
40116	Task-role
40200	Knowledge
40387	Meeting targets
40388	Software quality
40389	Rework
40390	Project size
40391	Stage of project
40392	Application area
40393	Planning
40394	Process training
40395	Stable environment
40396	User contact
40397	Design reviews
40398	Prototyping
40399	Cross-functional teams
43725	Systems analyst
43874	Process maturity
43875	High-human
43876	Medium-human
43877	No-human
43878	Manager performance
43912	Line-manager knowledge
43913	Information technology management climate
43927	Overall satisfaction
43928	Decision-making satisfaction
43929	Time using system
43930	User training
43931	Top management support
43943	Clerical-operations
43944	Technical-professional
43945	Managerial
43946	Information systems employee
43947	Non-information systems employee
43989	Personal
43990	Interactive
43991	Reports
43992	Analytical
43993	Determining needs
43994	Options identification
43995	Development
43996	Evaluation
43998	Implementation
44000	Familiar
44001	Unfamiliar
44005	Style of decision making
44008	Risk preference
44013	Ambiguity tolerance
44014	Age
44015	Experience
44016	Educational background
44028	Implementation
44033	In company
44034	In own department
44035	System use
44036	Importance of job
44038	Amount of work required on job
44039	Accuracy demanded by job
44040	Skill needed on job
44041	Interesting work
44042	Knowledge of performance on job
44043	Responsibility for results of work
44045	Freedom in how to do the job
44052	Supervision received on the job
44055	Opportunity for advancement
44060	Job security
44063	Relationships with fellow employees
44065	Personal effectiveness
44066	Department’s effectiveness
44068	Organization’s effectiveness
44157	Perceived importance of abilities
44159	Use
44161	Satisfaction
44192	End user satisfaction
44193	Importance of factors
44194	End user
44195	Data processing personnel
44197	Priorities determination
44198	Relationship with electronic data processing staff
44199	Communication with electronic data processing staff
44200	Technical competence of electronic data processing staff
44201	Schedule of products and services
44202	Time required for new development
44203	Professing of change request
44204	Vendor support for computer equipment
44205	Response/turnaround time
44206	Means of input/output with electronic data processing center
44207	Convenience of access
44208	Accuracy
44209	Timeliness
44210	Precision
44211	Reliability
44212	Currency
44214	Format of output
44215	Language
44216	Volume of output
44217	Relevance
44218	Error recovery
44220	Documentation
44221	Expectation
44222	Understanding of systems
44223	Perceived utility
44224	Confidence in the systems
44225	Feeling of participation
44226	Feeling of control
44227	Degree of training
44228	Job effect
44229	Flexibility of systems
44230	Integration of systems
44231	Top management involvement
44232	Priorities determination
44233	Relationship with electronic data processing staff
44234	Communication with electronic data processing staff
44235	Technical competence of electronic data processing staff
44236	Schedule of products and services
44237	Time required for new development
44238	Professing of change request
44239	Vendor support for computer equipment
44240	Response/turnaround time
44241	Means of input/output with electronic data processing center
44242	Convenience of access
44243	Accuracy
44244	Timeliness
44245	Precision
44246	Reliability
44247	Currency
44248	Completeness
44250	Format of output
44252	Language
44253	Volume of output
44254	Relevance
44255	Error recovery
44256	Security of data
44257	Documentation
44258	Expectation
44259	Understanding of systems
44260	Perceived utility
44261	Confidence in the systems
44262	Feeling of participation
44263	Feeling of control
44264	Degree of training
44266	Job effect
44267	Flexibility of systems
44268	Integration of systems
44272	Overall satisfaction
44273	Micro computer application
44274	Type of application
44275	End-user developed application
44276	Use
44277	Impact
44278	Use of external programming support
44279	Level of computer-based information systems planning
44280	Top management knowledge of computers
44281	Top management involvement in computerization
44282	Personnel acceptance of computers
44283	Sophistication of computer controls
44284	Age of computer operations
44285	Computer training
44286	Type of computer use
44306	Organization objective
44308	Feedback from others
44309	Dealing with others
44310	Computer use on job
44311	Experienced meaningfulness
44313	Experienced responsibility
44314	Knowledge of results
44315	General satisfaction
44316	Internal motivation
44317	Job security
44318	Pay
44319	Social
44320	Supervisory
44321	Growth
44322	Growth need strength
44323	Motivating potential score
44373	Treatment group
44375	Control group
44385	Retrospective user information satisfaction
44393	Job satisfaction
44394	Understanding
44395	Confidence
44396	Control
44397	Familiarity
44398	General satisfaction
44399	Technical competence
44400	Payroll/personnel knowledge
44401	Relationship
44402	Attitude
44403	Concern for users
44404	Implementation process
44405	Future use
44406	Current use
44407	Intermediary
44408	Facilitator
44409	Change agent
44410	Programmer
44411	Detective
44412	Designer
44413	Developer
44414	Liaison
44415	Trouble shooter
44416	Documenter
44417	Diplomat
44418	Researcher
44419	Communicator
44420	Service provider
44421	Manager
44422	Salesperson
44423	Director
44424	Scheduler
44425	Consultant
44426	Trainer
44427	Knowing work quality is high
44428	Feeling of challenge
44429	Making friends on the job
44430	Promotion to next higher level
44431	Personal growth and development
44432	Getting along well with others
44433	Avoiding confrontations
44434	Learning to perform more effectively
44435	Getting others to agree
44436	Recognition from others
44437	Public organization
44438	Private organization
44439	Systems analyst
44441	User
44460	Low load
44461	High load
44462	Time to complete
44463	No regulator
44464	Regulator
44465	Comfort
44466	Advocacy
44467	Perception of work finished
44468	Cheating problem
44469	School year problem
44480	Trust
44595	Ease of use
44596	Usefulness
44597	Hours of use
44598	Messages
44599	Frequency of use
44600	Technology
44670	Colocation of systems development units
44671	Information systems heads of systems development units
44672	Colocation of information systems directors
44673	Steering committees at division level
44674	Business training/development opportunities
44675	Technical training/development opportunities
44676	Information systems director networking at seminars
44677	Annual customer survey
44678	Standard-setting for personal computers and local area neworks
44679	Temporary job assignments in division
44680	Annual information systems strategic planning
44681	Equipment leasing contracts
44682	Information systems career moves to division
44683	Ranking of information systems personnel
44684	Review of personal computer requests
44685	E-mail system linking information systems managers
44686	Corporate-wide information systems performance awards
44687	Information technology demos for corporate management
44688	Corporate-wide information systems job listing
44689	Quarterly information system director meetings
44690	Triannual information system operating reviews
44691	Technology conferences
44692	Review of information technology acquisitions
44693	Director-level positions for decentralized information system units
44694	Dotted-line report to chief information officer
44695	Weekly chief information officer staff meetings
44696	Biweekly systems personnel committee meetings
44697	Strong informal networks due to rotation
44698	Standard-setting - methodology
44699	Training/development sponsored by corporate information systems.
44700	Cross-functional moves
44701	Standard-setting - acquisitions
44702	Training/development sponsored by divisions
44703	Cross-unit sources for performance
44704	Data administration position
44705	Advisory committee of senior executives
44706	Global information systems planning position
44707	E-mail system linking information systems managers
44708	Training/development sponsored by human resources
44709	Frequent job rotations
45098	Utility role of information technology
45269	Face-to-face
45270	Audio-conferencing
45271	Electronic meeting systems
45272	No electronic meeting systems
45275	Social presence
45276	Communication effectiveness
45278	Communications interface
45280	Quality of the final decision
45281	Quality of process
45283	Number of alternatives examined
45301	Organization size
45302	Maturity
45303	Resources
45304	Time frame
45305	Information systems sophistication
45306	Information satisfaction
45307	Offline usage
45308	Online usage
45309	Unrealistically high expectations
45310	Moderate expectations
45311	Unrealistically low expectations
45313	Experienced privacy invasion
45314	Prior knowledge
45315	Prior knowledge apart from class
45316	Response to hypothetical situation about personal information
45317	Response to list of personal information
45356	End-user training program evaluation
45357	End-user computing effectiveness
45358	End-user ability
45359	End-user acceptance/satisfaction
45360	All systems sample
45361	Matched systems sample
45374	Linear/formal stages
45375	Concurrent
45376	Problem type
45377	Task satisfaction/support
45379	Attribute satisfaction
45380	Fourth-generation language group sample
45437	Human resource differentiation
45438	Product differentiation
45439	Technology leadership
45440	Market share orientation
45441	Cost orientation
45442	Segmentation
45443	Product breadth
45444	Product
45445	Process
45446	Organizational performance
45451	Tangibles
45452	Reliability
45455	Responsiveness
45456	Assurance
45457	Empathy
45458	Distant collaborative telelearning
45459	Local collaborative telelearning
45460	Face-to-face collaborative telelearning
45461	Declarative knowledge
45462	Critical thinking
45463	Satisfaction with the learning process
45464	Satisfaction with outcome
45465	Commitment to group
45466	Desire to leave the group
45490	Electronic discussion system (EDS)
45491	Electronic brainstorming tool (EBS)
45492	Satisfaction with process
45493	Decision quality
45494	Number of alternatives generated
45495	Consensus
45496	Participation in process
45538	Non-routineness
45539	Task interdependence
45540	Performance impact of computer systems
45542	Systems used
45543	Department
45544	Job title
45545	Utilization
45546	Gender
45547	Nonsimultaneous computer conferencing
45548	Face-to-face communication
45549	Amount of shared information
45550	Comprehensiveness of shared information
45551	Progress toward a goal
45552	Freedom to participate
45553	Deviation from correct answer
45554	Group support system
45555	No group support system
45556	Previous attitudes
45557	Balanced information
45558	Positive only information
45559	Free-time training
45560	On-the-job performance
45589	Self-directed
45590	Lecture
45591	Age
45592	Education level
45593	Gender
45594	Prior experience
45595	Prior training
45596	User performance
45597	Human information processing type
45598	Non-instrumental voice participation
45599	Instrumental voice participation
45600	No participation
45601	Age
45602	Years of education
45603	Years of accounting experience
45604	Years with state agency
45605	Overall learning performance
45606	Concepts
45607	Language
45659	Text-based
45660	Video-based
45661	Analyzable task
45662	Less analyzable task
45663	Text-video condition
45664	Video-text condition
45665	Audio conferencing
45668	Desktop videoconferencing
45672	Leader
45673	Liaison
45674	Monitor
45675	Spokesman
45676	Entrepreneur
45677	Resource allocator
45678	End-user computer maturity
45679	Information systems management maturity
45680	Information systems resource centralization
45681	Information systems management centralization
45730	Position of respondent
45731	Types of application
45733	Hardware platform
45734	Mode of development
45738	Content
45741	Accuracy
45745	Format
45749	Ease of use
45751	Timeliness
45760	Corrective action
45761	Usage fee
45762	Voting machine
45763	Friendly gesture
45764	Electronic mail
45766	Overdrawn account
45767	Marketing data
45805	Work status
45806	Organizational tenure
45808	Industry
45923	Traditional lecture-based training
45955	Entrepreneurship
45956	Security: Job tenure
45958	Security: Geographical security
45961	Sense of service
45962	Managerial orientation
45963	Technical orientation
45964	Autonomy
45965	Pure challenge
45966	Life-style orientation
45967	Job satisfaction
45968	Career satisfaction
45969	Age
45970	Gender
45973	Implemented business innovation
45974	Hands-on use of computers
45975	Delegation of information technology tasks
45976	Use of support functions
45977	Age
45978	Tenure with the company
45979	Educational level
45980	Job task variation
45981	Job task difficulty
45982	Hierarchical position
45983	Implemented information technology innovation
45984	External networking
45985	Number of departments worked for
45986	Volume of communication outside department
45987	Attitude toward change
45988	Dependency
45989	Recognition
46052	Need for new hardware
46053	Need for new software
46054	Number of hardware suppliers
46055	Number of software suppliers
46056	Number of users outside the organization
46057	Number of people on development team
46058	Relative project size
46059	Team diversity
46060	Number of users in the organization
46061	Number of hierarchical levels occupied by users
46062	Lack of development expertise in team
46063	Team's lack of expertise with application
46064	Team's lack of expertise with task
46065	Team's lack of general expertise
46075	Lack of user experience and support
46076	Technical complexity
46077	Number of links to existing systems
46078	Number of links to future systems
46079	Extent of changes brought
46080	Resource insufficiency
46081	Intensity of conflicts
46082	Lack of clarity of role definitions
46083	Task complexity
46084	Magnitude of loss
46085	Application risk
46086	User risk
46087	Development team risk
46088	Task risk
46089	Organizational risk
46167	Writing tools
46170	Task performance
46172	Group effectiveness
46174	Idea communication
46177	Contribution to work
46179	Computer proficiency
46188	Attitudes towards writing
46191	Well-coordinated groups
46193	Poorly coordinated groups
46203	Output quality
46204	User-system relationship
46205	Electronic Brainstorming
46206	Idea Organization
46207	Task effectiveness
46208	Satisfaction with meeting process
46209	Satisfaction with group support systems
46210	Group cohesiveness
46211	Top management commitment
46212	Local management commitment
46213	Departmental peers
46214	Informal circle
46215	Professional peers
46216	Supervisor
46217	Senior leader
46218	Computer self-efficacy
46219	Personal innovativeness with technology
46220	Ease of use
46221	Perceived usefulness
46222	Manual support control condition
46223	Group support systems condition
46224	Integrative conflict management
46225	Distributive conflict management
46226	Avoidance behavior
46227	Issue-based conflict
46228	Interpersonal conflict
46229	Productivity of conflict
46281	Meeting efficiency
46282	Overall effectiveness
46283	Effectiveness of facilitation
46284	Effectiveness of technology
46285	Reducing barriers
46286	Participation
46287	Information exchange
46288	Meeting outcome
46289	Average effectiveness
46297	Interpersonal conflict criterion
46299	Problem- solving
46314	Asserting
46316	Avoiding
46320	Compromising
46321	Accommodating
46322	Satisfactory conflict resolution
46323	Process satisfaction
46324	System quality
46325	System attitude
46326	Adherence to project budget
46327	Adherence to project schedule
46328	Adherence to project specifications
46329	Overall project success
46337	Effectiveness of methodology
46338	Efficiency of methodology
46339	Satisfaction with methodology
46341	Idea generation effectiveness
46342	Effectiveness of proposals
46343	Satisfaction with proposals
46345	Understanding before project
46346	Understanding after project
46347	All the right people present
46348	Fit of Electronic Brainstorming with problems and issues
46349	Fit of Idea Organizer with critical success factors
46351	Fit of Idea Organizer with defining high-level processes
46352	Fit of Model Object Editor with decomposing processes
46353	Fit of Enterprise Matrix with defining people and information flows
46355	Fit of Topic Commenter with soft and hard thinking
46356	Fit of Idea Organizer with selecting and filtering ideas
46357	Fit of Group Writer with refining into proposals
46408	Respondent
46410	Reliability
46411	Responsiveness
46412	Assurance
46413	Empathy
46416	Frequency
46417	Length of time
46418	Problem identification speed
46419	Decision-making speed
46420	Extent of analysis in decision making
46458	Role ambiguity
46459	Role conflict
46460	Work satisfaction
46461	Supervision satisfaction
46462	Coworker satisfaction
46463	Pay satisfaction
46464	Promotion satisfaction
46465	Overall job satisfaction
46466	Organizational commitment
46467	Gender
46468	Age
46469	Organizational tenure
46470	Education
46471	Intention to leave
46473	Gender
46474	Age
46475	Mother’s education
46476	Father’s education
46477	Community size
46479	Career certainty
46483	Number of majors
46484	Level of achievement
46485	Grade point average in major
46488	Degree to be awarded at graduation
46493	Creative/challenging
46494	Variety
46495	Accomplishment
46496	Autonomy
46497	Highly skilled
46498	Task completion
46499	Security/stability
46500	Relaxed supervision
46501	Information systems opportunities
46502	Punctuality
46503	Appearance
46504	Leadership
46505	Intelligence
46506	Education
46507	Industriousness
46508	Perseverance
46511	Cooperation
46512	Enthusiasm
46513	Organization
46515	Insight
46517	Independence
46518	Confidence
46601	Autonomy
46605	Variety
46606	Dealing with others
46607	Supervisor-subordinate relations
46608	Upward communication
46609	Manager feedback
46610	Tolerance of conflict
46611	Emphasizing quantity of output
46612	Correcting poor performance
46613	Emphasizing quality of output
46614	Demonstrated skill at supervising
46615	Method of management
46616	Moderate
46617	Moderate-high
46618	Low-moderate
46619	Low-high
46836	Age
46838	Overall grade point average
46839	Business grade point average
46841	Job search history
46842	Information systems course work
46843	Work experience
46844	Abstract/concrete
46845	Goal-oriented approach
46846	Positive imagery
46847	Negative imagery
46848	Critical success factor
46849	Robustness of information
46964	Applications development support
46965	Standards and guidelines
46966	Data provision support
46967	Operational support
46968	Purchasing-related support
46971	Variety of software supported
46975	Support staff characteristics
46978	Postdevelopment support
46981	Backups/security
46982	Training on statistical analysis
46983	Hardware-related services
46984	Developing macros and job control statements
46985	End-user computing sophistication
46988	Information center maturity
46990	Quality of information center (IC) staff
46994	Quality of output from end-user computing
46996	End-user competence
47113	Experience
47118	Social factors
47122	Complexity
47124	Job fit
47131	Long-term consequences
47135	Facilitating conditions
47139	Intensity of use
47144	Diversity of use
47146	Variety of use
47148	Frequency of use
47291	Perceived intern performance
47293	Email communication network
47294	Work communication/network
47295	Work familiarity/network
47296	Individual-level betweenness centrality
47297	Mean network betweenness centrality
47298	Network density
47299	Location of individuals
47300	Network cliques
47301	Respondent
47302	Tenure
47303	Time
47503	Presence of marketing plan
47507	Presence of marking information system
47508	Presence of computer information system
47509	Presence of computer information system plan
47510	Integration with marketing plan
47511	Marking information system satisfaction
47540	Most important data-gathering input subsystem
47659	Environmental uncertainty
47660	Organizational size
47661	Centralization
47662	Formalization
47663	Information technology business role and contribution
47665	Information technology dispersion
47667	Extent of initiation
47672	Extent of adoption
47677	Extent of implementation
48860	Scanning
48861	Focused search
48862	Dominance of customer adopters
48863	Culture
48864	Feedback profile [study 1]
48865	Feedback profile [study 2]
48866	Price premium [study 2]
48868	Importance of historical technology analysis
48869	Importance of evaluating landscape
48870	Importance of predicting landscape
48871	Effectiveness of existing methods
48872	Effectiveness of proposed methodology
48873	Time
48874	Component role
48875	Product role
48876	Infrastructure role
48877	Frequency estimation
48878	Threshold
48879	Certifications
48886	Number of employees
48888	Revenue
48890	Time since implementation
48897	Verbal
48898	Nominal
48899	Electronic
48900	Highest multiplicity of cues
48901	Leanest multiplicity of cues
48902	Immediate feedback
48903	Delayed feedback
48904	High equivocality task
48905	Low equivocality task
48906	Decision time
48907	Consensus change
48908	Decision quality [low equivocality task]
48909	Decision quality [high equivocality task]
48910	Communication satisfaction
48911	Virtual learning environment
48912	Traditional learning environment
48930	Information technology (IT) infrastructure
48931	Information technology (IT) strategy making processes
48932	Information technology (IT) human resources management processes
48933	Information technology (IT) vendor management processes
48934	Product knowledge management capability
48935	Customer knowledge management capability
48936	Managerial knowledge management capability
48937	Market-based performance
48938	Accounting-based performance
48939	Relatedness of firm's businesses
48940	Firm size
48941	Organizational structure
48942	Risk level
48943	Industry profitability
48944	Explanation facilities
48949	Age
48952	Tenure at organization
48954	Marital status
48972	Perceived promotability
49009	Business area
49010	Information technology department size
49011	Maturity of information technology department
49013	Percent of time on new development
49015	Time to answer
49016	Web design experience
49017	Attributions for performance
49018	Computer playfulness
49019	Ease of use
49020	Level of education
49021	Age
49022	Gender
49023	Years of education in the English language
49024	Subject of education
49026	Physical flow integration
49027	Financial flow integration
49028	Cross-functional application systems integration
49029	Global
49084	Age
49086	Gender
49087	Tenure with company
49088	Tenure with current job
49089	Reporting level
49092	Member of top management team
49094	Technical background
49098	Influence outcome
49104	Supplier-side digitization
49106	Customer-side digitization
49108	Financial performance
49156	Group reports
49157	Individual reports
49158	Vigilance
49159	Salience
49160	Reneging
49161	Incongruence
49162	Trust
49163	Benevolence
49164	Integrity
49179	Gender
49180	Age
49181	Experience
49185	Voluntariness of use
49188	Actual usage behavior
49219	Relational norms
49224	Harmonious conflict resolution
49225	Mutual dependence
49226	Commitment
49227	Length of association
49228	Type of information technology activity
49229	Extent of substitution
49230	Service level objectives
49231	Process ownership plan
49232	Service level contents
49233	Future demand management plan
49234	Anticipated change plan
49235	Feedback plan
49236	Innovation plan
49237	Communication plan
49238	Measurement charter
49239	Conflict arbitration charter
49240	Enforcement plan
49241	Frequency of reporting
49264	Project control
49265	Project uncertainty
49266	Project size
49267	Project importance
49344	Goal
49345	Experiential
49359	Organization-specific knowledge: Organizational overview
49362	Organization-specific knowledge: Organizational units
49365	Organization-specific knowledge: Organizational responsibility
49369	Organization-specific knowledge: Information technology- business integration
49370	Interpersonal and management knowledge: Knowledge networking
49371	Interpersonal and management knowledge: Interpersonal communication skills
49372	Interpersonal and management knowledge: Leadership skills
49373	Intentions to develop partnership
49390	Teaching theater classroom
49391	Traditional classroom
49396	Time
49456	Age
49457	Ethnic background
49458	Gender
49459	Academic major
49460	Comfort level in reading entity-relationship (E-R) diagrams
49461	Comfort level in writing structured query language (SQL) queries
49465	Text-based query interface
49466	Visual query interface
49564	Time
49649	Low-expected-value
49650	Concession making relative to average
49651	Time to second mover concession
49672	Time of completion
49701	Organizational form
49705	Perceived proficiency: Organizational knowledge
49706	Perceived proficiency: Organizational skills
49707	Perceived proficiency: Organizational unit
49708	Perceived proficiency: General information system knowledge
49709	Perceived proficiency: Technical skills
49710	Perceived proficiency: Information systems product
49711	Personnel
49724	Age
49725	Product price
49726	Gender
49727	Income
49728	Education
49729	Internet experience
49743	Number of previous contracts
49751	Time
49752	Organizational tenure
49908	Expense
49909	Revenue
49910	Number of employees
49911	Perceived profitability
49921	Information disclosure
49925	Gender
49926	Age
49927	Experience
49928	Strength of tie
49929	Computer experience
49930	Positive argument framing
49931	Neutral argument framing
49932	Time
49933	Task complexity
49934	Organizational learning culture
49935	Progressive use of information technology
49936	Age
49937	Tenure in company
49938	Tenure in position
49939	Education
49940	Functional background
49975	Retail price
49976	Elapsed date
49998	Problem-solution complexity
49999	Collaborative product commerce implementation
50000	Functional area
50007	Usefulness
50009	Ease of use
50019	Compatibility
50048	Usage intentions
50053	Interpersonal influence
50237	Per capita gross domestic product
50238	Domestic software market size
50239	Country
50264	Ad hoc
50265	Less sensitive
50266	Non-seeded condition
50267	Comfort with interaction
50268	Likability
50269	Negative information
50304	Supplier-side online informational capabilities
50399	Negative content
50400	Positive content
50401	Component weights
50440	Firm size
50441	Improvement in capabilities
50515	Exploration
50516	Instruction
50517	No training
50518	Time
50519	Near-transfer tasks
50520	Far-transfer tasks
50530	Intact problem
50531	Decomposed problem
50591	No decision guidance
50592	No arguments
50593	Claim only
50594	Claim plus data
50595	Claim plus data and backing
50596	Years of internet experience
50597	Internet hours per week
50598	Frequency of shopping online
50599	Amount of online purchase
50600	Comfort level with shopping online
50601	Preexisting trust in internet stores
50602	Gender
50603	Age
50604	Order of visit
50605	Extent of information system use
50606	Image condition
50607	Video without narration condition
50608	Video with narration condition
50609	Virtual product experiences condition
50714	Data security hours per week
50719	Number of full-time security staff
50722	Number of part-time security staff
50724	Total security staff hours per week
50726	Salaries of security staff
50727	Age of security
50728	Severity of disciplinary actions
50729	Number of informational sources
50730	Deterrent effect
50732	Assignments completed
50733	Visits
50734	Time spent
50751	Modeling videotape
50754	Lecture review notes
50784	Computer-related advice
50785	Computer-related advice
50827	Age
50829	Gender
50830	Race
50833	Sociability
50835	Computer skill
50837	School days
50841	Other family members' Internet hours
50845	Other family members' use of email
50848	Other family members' use of the web
50856	Time
50881	No e-mail or Web
50882	E-mail only
50883	E-mail before Web
50884	Web before e-mail
50885	Web only
50886	Duration of Internet use
50931	Information possessor
50932	Information seeker
50933	Observer
50934	Appropriate to ask for program
50936	Justified in denying program
50938	Likely to share program
50941	Organizational ownership of computer program
50942	Own choice
50943	Manager’s directive
50944	Own time
50947	Project time
50948	Benefits to self
50950	Benefits to project
50951	Organizational ownership of expertise
50952	Appropriate to ask for expertise
50953	Justified in denying expertise
50954	Likely to share expertise
50955	Word processing [questionnaire]
50956	Spreadsheets [questionnaire]
50970	Word processing [questionnaire]
50980	Spreadsheets [questionnaire]
50981	Word processing [test]
50982	Spreadsheets [test]
50988	Spreadsheets [test]
50989	Word processing [test]
50990	General self-efficacy [test]
51064	Session length
51087	Multimedia system
51089	Biased cue
51090	No biased cue
51092	Time sequence
51093	Recommend renewal
51094	Face-to-face
51095	Computer only
51096	Computer and phone
51097	Time
51098	Communication and consensus support
51099	Communication support
51100	Manual
51101	Task variety
51102	Task analyzability
51129	Months of work experience
51131	Salary
51132	Average team use
51143	E-mail
51144	Fax
51145	Face-to-face
51147	Telephone
51185	Computer self-efficacy [Compeau]
51186	Unrelated video
51187	Nonbehavioral modeling
51188	Behavioral modeling
51231	No software
51233	Version 1 decision support system
51234	Version 2 decision support system
51235	Easy to use
51236	Helpful for task
51237	Fraud
51238	Product misrepresentation
51239	Contract default
51240	Product delivery delay
51241	Product guarantees
51242	Payment policy
51267	Personalized recommendation
51268	Randomized recommendation
51269	Attention [study 2 and 3]
51270	Information elaboration [study 2]
51271	Acceptance of personalized offer [study 2 and 3]
51272	Information elaboration [study 3]
51273	Collocated group
51274	Dispersed group
51336	No additive compensatory support
51339	Low additive compensatory support
51341	High additive compensatory support
51343	Moderate additive compensatory support
51346	Number of commands [low support]
51348	Number of commands [moderate support]
51350	Number of commands [high support]
51352	Low incentive task
51355	High incentive task
51357	Moderate incentive task
51418	Traditional/parsimonious conceptual data model
51419	Expressive data model
51420	Price information need
51421	Price information retrieval
51422	Face-to-face communications
51423	Synchronous text messaging
51424	Dual-career
51425	Traditional
51426	Gender
51427	Total time working
51428	Reasons for performing after-hours telecommuting
51429	Conversion effectiveness
51616	Less sensitive information
51618	More sensitive information
51626	Problem solving style
51627	Computer efficiency
51628	Excel efficiency
51629	Poor-fit team
51630	Communication support
51631	Time
51803	Web assimilation
51879	User or potential adopter
52096	Game-based training
52097	Interpersonal conflict
52102	Zero-history group condition
52103	Established group condition
52135	User satisfaction
52136	Personal outcome expectations
52137	Performance outcome expectations
52149	Computer alienation
52150	Work/life experiences
52151	Organizational conditions
52152	Computer-based information systems success
